date,1. open,2. high,3. low,4. close,5. volume
2020-04-24 09:31:00,6.59,6.6,6.56,6.595,1378350.0
2020-04-24 09:32:00,6.595,6.595,6.53,6.545,262294.0
2020-04-24 09:33:00,6.545,6.55,6.52,6.53,156604.0
2020-04-24 09:34:00,6.5399,6.56,6.53,6.5323,163228.0
2020-04-24 09:35:00,6.5378,6.57,6.5301,6.57,158146.0
2020-04-24 09:36:00,6.5699,6.575,6.56,6.565,108408.0
2020-04-24 09:37:00,6.565,6.57,6.54,6.55,210207.0
2020-04-24 09:38:00,6.55,6.57,6.55,6.56,113420.0
2020-04-24 09:39:00,6.56,6.57,6.55,6.5502,150523.0
2020-04-24 09:40:00,6.5596,6.57,6.54,6.565,127045.0
2020-04-24 09:41:00,6.565,6.57,6.55,6.5513,78336.0
2020-04-24 09:42:00,6.5524,6.56,6.54,6.54,78222.0
2020-04-24 09:43:00,6.54,6.55,6.53,6.538,108821.0
2020-04-24 09:44:00,6.54,6.55,6.52,6.525,154486.0
2020-04-24 09:45:00,6.5228,6.53,6.52,6.5218,64748.0
2020-04-24 09:46:00,6.525,6.53,6.51,6.5109,170339.0
2020-04-24 09:47:00,6.52,6.52,6.47,6.4789,918777.0
2020-04-24 09:48:00,6.475,6.48,6.46,6.47,201282.0
2020-04-24 09:49:00,6.47,6.5,6.47,6.49,162276.0
2020-04-24 09:50:00,6.49,6.5,6.48,6.4885,85790.0
2020-04-24 09:51:00,6.4887,6.5,6.48,6.485,85654.0
2020-04-24 09:52:00,6.49,6.49,6.475,6.4835,174994.0
2020-04-24 09:53:00,6.4874,6.51,6.48,6.5044,150490.0
2020-04-24 09:54:00,6.5077,6.52,6.5,6.515,99501.0
2020-04-24 09:55:00,6.5178,6.5178,6.5,6.505,81616.0
2020-04-24 09:56:00,6.505,6.52,6.5,6.515,124454.0
2020-04-24 09:57:00,6.51,6.52,6.48,6.48,234956.0
2020-04-24 09:58:00,6.49,6.505,6.48,6.495,146138.0
